algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Min-Load-Ratio-1.05,16,0-part_404-l.repeats.hgr,160,64,0.03,4.42857,km1,84018,5976,76132,845,1893,646,402,0.00201595,0.825668,0.0589902,0,0,0.00155821,0.709328,0.0329261
Min-Load-Ratio-1.05,16,0-part_sm_part1_170859.repeats.hgr,160,64,0.03,0.817416,km1,545842,57688,506913,4686,7066,4532,142,0.0123045,8.53279,0.269316,0,0,1.61893,4.78424,0.741776
Min-Load-Ratio-1.05,16,0-part_sm_part3_31854.repeats.hgr,160,64,0.03,0.245,km1,407848,50647,398867,3766,4660,3614,142,0.00161955,4.13453,0.0719875,0,0,0.480156,3.20894,0.158822
Min-Load-Ratio-1.05,16,0-part_sm_part12_20753.repeats.hgr,160,64,0.03,0.215385,km1,358134,44947,349593,3318,4090,3179,142,0.000871054,3.24086,0.0643712,0,0,0.17576,2.74647,0.10035
Min-Load-Ratio-1.05,16,0-part_sm_part24_11756.repeats.hgr,160,64,0.03,0.364865,km1,288575,34865,281833,2473,2997,2357,142,0.000557162,2.09783,0.0516654,0,0,0.0602296,1.83756,0.0724271
Min-Load-Ratio-1.1,16,0-part_59-s.repeats.hgr,160,64,0.03,0,km1,0,0,0,57,57,57,57,0,2.71e-07,0,0,0,0,0,0
Min-Load-Ratio-1.1,16,0-part_59-l.repeats.hgr,160,64,0.03,8.28571,km1,12578,1548,11280,161,418,119,57,0.000151021,0.171962,0.010291,0,0,0.00102531,0.150798,0.00724818
Min-Load-Ratio-1.1,16,0-part_128-0.repeats.hgr,160,64,0.03,6.33333,km1,26484,2231,24279,272,646,175,126,0.000263971,0.161489,0.0115133,0,0,0.000718423,0.14,0.00676786
Min-Load-Ratio-1.1,16,0-part_128-s.repeats.hgr,160,64,0.03,6.5,km1,12359,591,11746,136,192,0,126,0.00011011,0.0445426,0.000695192,0,0,8.6101e-05,0.040422,0.00255318
Min-Load-Ratio-1.1,16,0-part_128-l.repeats.hgr,160,64,0.03,0.894737,km1,46065,3700,44073,449,649,414,126,0.000605992,0.506104,0.0199456,0,0,0.00107505,0.45894,0.0156245
